Date,Open,High,Low,Close,Adj Close,Volume
1997-07-10,2.3333332538604700,2.5729167461395300,2.3333332538604700,2.5625,2.5625,9051600
1997-07-11,2.5208332538604700,2.5208332538604700,2.2083332538604700,2.2916667461395300,2.2916667461395300,10531200
1997-07-14,2.3229167461395300,2.3333332538604700,2.1145832538604700,2.1354167461395300,2.1354167461395300,4604400
1997-07-15,2.1354167461395300,2.4791667461395300,2.1354167461395300,2.4375,2.4375,9274800
1997-07-16,2.4479167461395300,2.4947917461395300,2.3020832538604700,2.3333332538604700,2.3333332538604700,3024000
1997-07-17,2.34375,2.34375,2.15625,2.21875,2.21875,3169200
1997-07-18,2.1875,2.21875,2.15625,2.15625,2.15625,780000
1997-07-21,2.1770832538604700,2.1979167461395300,2.1458332538604700,2.1822917461395300,2.1822917461395300,574800
1997-07-22,2.1666667461395300,2.1875,2.0625,2.1354167461395300,2.1354167461395300,1563600
1997-07-23,2.1875,2.3333332538604700,2.1770832538604700,2.2916667461395300,2.2916667461395300,3259200
1997-07-24,2.3020832538604700,2.3125,2.21875,2.2604167461395300,2.2604167461395300,1216800
1997-07-25,2.21875,2.25,2.21875,2.2291667461395300,2.2291667461395300,620400
1997-07-28,2.2291667461395300,2.3958332538604700,2.21875,2.3229167461395300,2.3229167461395300,2574000
1997-07-29,2.3645832538604700,2.5,2.3333332538604700,2.4791667461395300,2.4791667461395300,4814400
1997-07-30,2.5,2.5052082538604700,2.4270832538604700,2.4479167461395300,2.4479167461395300,2517600
1997-07-31,2.4375,2.4375,2.3333332538604700,2.3958332538604700,2.3958332538604700,1454400
1997-08-01,2.34375,2.4166667461395300,2.25,2.4166667461395300,2.4166667461395300,3588000
1997-08-04,2.375,2.4114582538604700,2.3020832538604700,2.3125,2.3125,2671200
1997-08-05,2.3333332538604700,2.3333332538604700,2.1458332538604700,2.2083332538604700,2.2083332538604700,3032400
1997-08-06,2.2083332538604700,2.3125,2.1875,2.25,2.25,1243200
1997-08-07,2.25,2.2604167461395300,2.125,2.1770832538604700,2.1770832538604700,2034000
1997-08-08,2.1666667461395300,2.3020832538604700,2.1041667461395300,2.2916667461395300,2.2916667461395300,2211600
1997-08-11,2.2916667461395300,2.3333332538604700,2.25,2.328125,2.328125,1239600
1997-08-12,2.28125,2.3020832538604700,2.1979167461395300,2.1979167461395300,2.1979167461395300,571200
1997-08-13,2.2291667461395300,2.2291667461395300,2.1666667461395300,2.1979167461395300,2.1979167461395300,590400
1997-08-14,2.1770832538604700,2.25,2.1197917461395300,2.15625,2.15625,1041600
1997-08-15,2.1354167461395300,2.15625,1.9375,2.1145832538604700,2.1145832538604700,1597200
1997-08-18,2.0520832538604700,2.0520832538604700,1.96875,2.0416667461395300,2.0416667461395300,1784400
1997-08-19,2.09375,2.2083332538604700,2.0520832538604700,2.1666667461395300,2.1666667461395300,1003200
1997-08-20,2.1875,2.1875,2.0729167461395300,2.1666667461395300,2.1666667461395300,999600
1997-08-21,2.1354167461395300,2.171875,2.0729167461395300,2.1145832538604700,2.1145832538604700,624000
1997-08-22,2.1041667461395300,2.125,2.09375,2.125,2.125,712800
1997-08-25,2.1041667461395300,2.2604167461395300,2.1041667461395300,2.21875,2.21875,1126800
1997-08-26,2.2395832538604700,2.3541667461395300,2.2291667461395300,2.34375,2.34375,2574000
1997-08-27,2.3072917461395300,2.3229167461395300,2.25,2.3177082538604700,2.3177082538604700,1392000
1997-08-28,2.3020832538604700,2.3958332538604700,2.28125,2.375,2.375,1147200
1997-08-29,2.3645832538604700,2.375,2.3229167461395300,2.3385417461395300,2.3385417461395300,722400
1997-09-02,2.34375,2.375,2.3333332538604700,2.3541667461395300,2.3541667461395300,732000
1997-09-03,2.34375,2.4166667461395300,2.3125,2.3333332538604700,2.3333332538604700,1964400
1997-09-04,2.3645832538604700,2.5520832538604700,2.34375,2.5520832538604700,2.5520832538604700,3348000
1997-09-05,2.5833332538604700,2.6666667461395300,2.4583332538604700,2.5,2.5,1908000
1997-09-08,2.53125,3.0208332538604700,2.5,3.0,3.0,5648400
1997-09-09,3.140625,3.3854167461395300,3.0260417461395300,3.2395832538604700,3.2395832538604700,8971200
1997-09-10,3.3125,3.328125,3.125,3.3020832538604700,3.3020832538604700,3866400
1997-09-11,3.3333332538604700,3.3333332538604700,3.0416667461395300,3.15625,3.15625,4262400
1997-09-12,3.1875,3.6979167461395300,3.15625,3.6875,3.6875,3333600
1997-09-15,3.6666667461395300,3.6770832538604700,3.0520832538604700,3.09375,3.09375,5583600
1997-09-16,3.125,3.5416667461395300,3.1197917461395300,3.3541667461395300,3.3541667461395300,6432000
1997-09-17,3.4583332538604700,3.5,3.3333332538604700,3.40625,3.40625,2607600
1997-09-18,3.4375,3.46875,3.28125,3.2916667461395300,3.2916667461395300,2128800
1997-09-19,3.3802082538604700,4.083333492279050,3.375,3.9479167461395300,3.9479167461395300,8929200
1997-09-22,4.0,4.677083492279050,3.9479167461395300,4.5,4.5,16938000
1997-09-23,4.489583492279050,4.645833492279050,4.395833492279050,4.625,4.625,7682400
1997-09-24,4.645833492279050,4.8125,4.291666507720950,4.375,4.375,8200800
1997-09-25,4.34375,4.354166507720950,4.052083492279050,4.078125,4.078125,4968000
1997-09-26,4.072916507720950,4.260416507720950,4.052083492279050,4.166666507720950,4.166666507720950,2731200
1997-09-29,4.145833492279050,4.1875,3.9583332538604700,4.041666507720950,4.041666507720950,2371200
1997-09-30,4.0,4.348958492279050,3.8020832538604700,4.338541507720950,4.338541507720950,5254800
1997-10-01,4.4375,4.5,3.9375,4.020833492279050,4.020833492279050,4999200
1997-10-02,4.041666507720950,4.177083492279050,3.9895832538604700,4.010416507720950,4.010416507720950,1876800
1997-10-03,4.083333492279050,4.125,3.9791667461395300,4.015625,4.015625,1164000
1997-10-06,4.0,4.125,3.9427082538604700,4.125,4.125,2028000
1997-10-07,4.083333492279050,4.1875,4.041666507720950,4.057291507720950,4.057291507720950,1742400
1997-10-08,4.145833492279050,4.166666507720950,3.984375,4.005208492279050,4.005208492279050,2806800
1997-10-09,4.0,4.020833492279050,3.7395832538604700,3.75,3.75,3950400
1997-10-10,3.7291667461395300,4.0625,3.6666667461395300,3.9010417461395300,3.9010417461395300,3787200
1997-10-13,3.9270832538604700,4.041666507720950,3.9270832538604700,4.0,4.0,814800
1997-10-14,4.0625,4.104166507720950,3.8333332538604700,3.9791667461395300,3.9791667461395300,1546800
1997-10-15,3.96875,3.96875,3.7708332538604700,3.921875,3.921875,2355600
1997-10-16,3.9791667461395300,3.9791667461395300,3.6041667461395300,3.625,3.625,3481200
1997-10-17,3.6145832538604700,3.65625,3.5208332538604700,3.625,3.625,2534400
1997-10-20,3.6770832538604700,3.875,3.6666667461395300,3.8229167461395300,3.8229167461395300,4912800
1997-10-21,3.9583332538604700,4.4375,3.8541667461395300,4.427083492279050,4.427083492279050,12096000
1997-10-22,4.416666507720950,4.619791507720950,4.375,4.520833492279050,4.520833492279050,5208000
1997-10-23,4.229166507720950,4.5625,4.1875,4.5,4.5,5656800
1997-10-24,4.75,5.0625,4.541666507720950,5.026041507720950,5.026041507720950,9492000
1997-10-27,4.802083492279050,5.010416507720950,4.229166507720950,4.270833492279050,4.270833492279050,6091200
1997-10-28,3.9166667461395300,5.0,3.875,4.947916507720950,4.947916507720950,11719200
1997-10-29,5.145833492279050,5.5,5.0,5.390625,5.390625,7126800
1997-10-30,5.208333492279050,5.354166507720950,5.041666507720950,5.125,5.125,4770000
1997-10-31,5.364583492279050,5.458333492279050,4.96875,5.083333492279050,5.083333492279050,5026800
1997-11-03,5.21875,5.21875,4.947916507720950,5.072916507720950,5.072916507720950,1999200
1997-11-04,5.0,5.052083492279050,4.822916507720950,4.958333492279050,4.958333492279050,2365200
1997-11-05,4.979166507720950,5.119791507720950,4.875,4.875,4.875,3093600
1997-11-06,4.916666507720950,4.916666507720950,4.635416507720950,4.661458492279050,4.661458492279050,2913600
1997-11-07,4.416666507720950,4.640625,4.385416507720950,4.479166507720950,4.479166507720950,2626800
1997-11-10,4.5,4.5625,4.208333492279050,4.208333492279050,4.208333492279050,2764800
1997-11-11,4.244791507720950,4.3125,3.9166667461395300,3.9479167461395300,3.9479167461395300,4312800
1997-11-12,3.7760417461395300,4.1875,3.6666667461395300,3.7708332538604700,3.7708332538604700,8683200
1997-11-13,3.9479167461395300,3.96875,3.7708332538604700,3.859375,3.859375,4290000
1997-11-14,3.9375,4.208333492279050,3.78125,4.166666507720950,4.166666507720950,5869200
1997-11-17,4.229166507720950,4.541666507720950,4.21875,4.375,4.375,7394400
1997-11-18,4.375,4.479166507720950,4.34375,4.416666507720950,4.416666507720950,1866000
1997-11-19,4.40625,4.520833492279050,4.3125,4.510416507720950,4.510416507720950,2534400
1997-11-20,4.572916507720950,4.604166507720950,4.510416507720950,4.583333492279050,4.583333492279050,5923200
1997-11-21,4.552083492279050,4.583333492279050,4.489583492279050,4.489583492279050,4.489583492279050,2602800
1997-11-24,4.375,4.416666507720950,4.229166507720950,4.229166507720950,4.229166507720950,2019600
1997-11-25,4.239583492279050,4.333333492279050,4.041666507720950,4.203125,4.203125,3304800
1997-11-26,4.239583492279050,4.411458492279050,4.239583492279050,4.260416507720950,4.260416507720950,1630800
1997-11-28,4.270833492279050,4.333333492279050,4.114583492279050,4.125,4.125,1603200
1997-12-01,4.239583492279050,4.375,4.135416507720950,4.270833492279050,4.270833492279050,2383200
1997-12-02,4.260416507720950,4.302083492279050,4.177083492279050,4.234375,4.234375,1262400
1997-12-03,4.197916507720950,4.375,4.1875,4.364583492279050,4.364583492279050,1290000
1997-12-04,4.401041507720950,4.552083492279050,4.385416507720950,4.5,4.5,3038400
1997-12-05,4.4375,4.59375,4.354166507720950,4.59375,4.59375,2661600
1997-12-08,4.541666507720950,4.770833492279050,4.520833492279050,4.708333492279050,4.708333492279050,4766400
1997-12-09,4.666666507720950,4.770833492279050,4.604166507720950,4.6875,4.6875,1332000
1997-12-10,4.583333492279050,4.625,4.395833492279050,4.510416507720950,4.510416507720950,1444800
1997-12-11,4.395833492279050,4.833333492279050,4.395833492279050,4.6875,4.6875,5014800
1997-12-12,4.645833492279050,4.802083492279050,4.40625,4.541666507720950,4.541666507720950,2672400
1997-12-15,4.583333492279050,4.666666507720950,4.40625,4.583333492279050,4.583333492279050,1694400
1997-12-16,4.645833492279050,4.645833492279050,4.458333492279050,4.458333492279050,4.458333492279050,1687200
1997-12-17,4.375,4.458333492279050,4.255208492279050,4.390625,4.390625,6140400
1997-12-18,4.354166507720950,4.427083492279050,4.229166507720950,4.291666507720950,4.291666507720950,3204000
1997-12-19,4.229166507720950,4.520833492279050,4.166666507720950,4.5,4.5,4753200
1997-12-22,4.5,4.78125,4.432291507720950,4.697916507720950,4.697916507720950,4352400
1997-12-23,4.6875,4.739583492279050,4.625,4.625,4.625,1177200
1997-12-24,4.625,4.708333492279050,4.46875,4.604166507720950,4.604166507720950,2336400
1997-12-26,4.5625,4.645833492279050,4.489583492279050,4.520833492279050,4.520833492279050,487200
1997-12-29,4.583333492279050,4.78125,4.53125,4.75,4.75,2552400
1997-12-30,4.833333492279050,4.90625,4.78125,4.848958492279050,4.848958492279050,6285600
1997-12-31,4.875,5.041666507720950,4.84375,5.020833492279050,5.020833492279050,4446000
1998-01-02,5.0,5.0,4.796875,4.958333492279050,4.958333492279050,1660800
1998-01-05,4.885416507720950,4.9375,4.708333492279050,4.75,4.75,3590400
1998-01-06,4.697916507720950,4.875,4.666666507720950,4.838541507720950,4.838541507720950,4174800
1998-01-07,4.833333492279050,4.833333492279050,4.692708492279050,4.78125,4.78125,2725200
1998-01-08,4.697916507720950,4.703125,4.53125,4.614583492279050,4.614583492279050,6015600
1998-01-09,4.666666507720950,4.666666507720950,4.229166507720950,4.260416507720950,4.260416507720950,6643200
1998-01-12,4.166666507720950,4.385416507720950,4.145833492279050,4.302083492279050,4.302083492279050,7401600
1998-01-13,4.34375,4.666666507720950,4.322916507720950,4.645833492279050,4.645833492279050,7321200
1998-01-14,4.65625,4.875,4.625,4.875,4.875,8505600
1998-01-15,4.791666507720950,5.010416507720950,4.791666507720950,4.953125,4.953125,6014400
1998-01-16,4.958333492279050,4.979166507720950,4.770833492279050,4.791666507720950,4.791666507720950,2563200
1998-01-20,4.822916507720950,5.010416507720950,4.8125,4.953125,4.953125,5467200
1998-01-21,4.9375,5.166666507720950,4.875,5.072916507720950,5.072916507720950,8738400
1998-01-22,5.072916507720950,5.270833492279050,5.020833492279050,5.135416507720950,5.135416507720950,9471600
1998-01-23,5.34375,5.34375,4.9375,4.9375,4.9375,9118800
1998-01-26,4.979166507720950,4.989583492279050,4.739583492279050,4.8125,4.8125,4712400
1998-01-27,4.817708492279050,4.864583492279050,4.666666507720950,4.75,4.75,4104000
1998-01-28,4.75,4.833333492279050,4.625,4.770833492279050,4.770833492279050,5293200
1998-01-29,4.791666507720950,4.989583492279050,4.78125,4.958333492279050,4.958333492279050,4836000
1998-01-30,5.0,5.0625,4.885416507720950,4.916666507720950,4.916666507720950,3722400
1998-02-02,4.947916507720950,5.208333492279050,4.9375,5.197916507720950,5.197916507720950,6913200
1998-02-03,5.1875,5.25,5.09375,5.151041507720950,5.151041507720950,4429200
1998-02-04,5.0625,5.1875,5.052083492279050,5.0625,5.0625,1234800
1998-02-05,5.114583492279050,5.114583492279050,4.875,4.9375,4.9375,5832000
1998-02-06,4.927083492279050,5.020833492279050,4.875,4.90625,4.90625,2122800
1998-02-09,4.916666507720950,4.958333492279050,4.770833492279050,4.854166507720950,4.854166507720950,2626800
1998-02-10,4.875,5.317708492279050,4.833333492279050,5.302083492279050,5.302083492279050,12296400
1998-02-11,5.291666507720950,5.463541507720950,5.28125,5.291666507720950,5.291666507720950,6474000
1998-02-12,5.270833492279050,5.302083492279050,5.1875,5.260416507720950,5.260416507720950,3036000
1998-02-13,5.25,5.270833492279050,5.145833492279050,5.1875,5.1875,8420400
1998-02-17,5.21875,5.21875,5.072916507720950,5.145833492279050,5.145833492279050,2376000
1998-02-18,5.145833492279050,5.145833492279050,5.052083492279050,5.072916507720950,5.072916507720950,2971200
1998-02-19,5.109375,5.291666507720950,5.083333492279050,5.229166507720950,5.229166507720950,4436400
1998-02-20,5.229166507720950,5.291666507720950,5.114583492279050,5.270833492279050,5.270833492279050,2703600
1998-02-23,5.291666507720950,5.416666507720950,5.208333492279050,5.40625,5.40625,3978000
1998-02-24,5.416666507720950,5.677083492279050,5.354166507720950,5.40625,5.40625,13945200
1998-02-25,5.46875,5.541666507720950,5.260416507720950,5.489583492279050,5.489583492279050,6745200
1998-02-26,5.463541507720950,6.083333492279050,5.4375,6.0625,6.0625,15373200
1998-02-27,6.020833492279050,6.635416507720950,5.984375,6.416666507720950,6.416666507720950,24706800
1998-03-02,6.322916507720950,6.4375,6.25,6.354166507720950,6.354166507720950,10957200
1998-03-03,6.291666507720950,6.3125,5.958333492279050,5.979166507720950,5.979166507720950,8016000
1998-03-04,6.0,6.1875,5.833333492279050,6.119791507720950,6.119791507720950,7314000
1998-03-05,5.979166507720950,6.515625,5.9375,6.25,6.25,12001200
1998-03-06,6.302083492279050,6.416666507720950,6.145833492279050,6.395833492279050,6.395833492279050,5887200
1998-03-09,6.40625,7.145833492279050,6.395833492279050,6.958333492279050,6.958333492279050,23055600
1998-03-10,7.125,7.354166507720950,6.90625,6.92578125,6.92578125,24750000
1998-03-11,6.833333492279050,6.875,6.520833492279050,6.635416507720950,6.635416507720950,12349200
1998-03-12,6.5625,6.760416507720950,6.427083492279050,6.541666507720950,6.541666507720950,9799200
1998-03-13,6.635416507720950,6.739583492279050,6.479166507720950,6.557291507720950,6.557291507720950,6523200
1998-03-16,6.630208492279050,6.729166507720950,6.583333492279050,6.583333492279050,6.583333492279050,3312000
1998-03-17,6.645833492279050,6.6875,6.489583492279050,6.65625,6.65625,3100800
1998-03-18,6.604166507720950,7.145833492279050,6.604166507720950,7.109375,7.109375,13659600
1998-03-19,7.114583492279050,7.291666507720950,6.979166507720950,7.0,7.0,12115200
1998-03-20,7.0,7.072916507720950,6.927083492279050,7.0,7.0,6412800
1998-03-23,6.963541507720950,7.0625,6.895833492279050,6.984375,6.984375,3004800
1998-03-24,6.875,7.229166507720950,6.875,7.020833492279050,7.020833492279050,5680800
1998-03-25,7.083333492279050,7.145833492279050,6.75,6.807291507720950,6.807291507720950,11289600
1998-03-26,6.8125,6.979166507720950,6.625,6.895833492279050,6.895833492279050,7878000
1998-03-27,7.020833492279050,7.260416507720950,6.895833492279050,7.083333492279050,7.083333492279050,7646400
1998-03-30,7.15625,7.291666507720950,7.09375,7.15625,7.15625,5500800
1998-03-31,7.114583492279050,7.208333492279050,6.979166507720950,7.127604007720950,7.127604007720950,6565200
1998-04-01,7.104166507720950,7.53125,7.002604007720950,7.510416507720950,7.510416507720950,14451600
1998-04-02,7.59375,8.0625,7.479166507720950,7.921875,7.921875,16642800
1998-04-03,8.020833015441900,8.03125,7.6875,7.75,7.75,11694000
1998-04-06,7.854166507720950,7.895833492279050,7.354166507720950,7.385416507720950,7.385416507720950,11024400
1998-04-07,7.25,7.270833492279050,7.0625,7.166666507720950,7.166666507720950,11634000
1998-04-08,7.197916507720950,7.479166507720950,7.125,7.385416507720950,7.385416507720950,11314800
1998-04-09,7.697916507720950,8.0,7.635416507720950,7.9375,7.9375,16034400
1998-04-13,7.90625,8.020833015441900,7.666666507720950,7.859375,7.859375,10980000
1998-04-14,7.822916507720950,8.322916984558110,7.770833492279050,8.098958015441900,8.098958015441900,16323600
1998-04-15,8.166666984558110,8.333333015441900,7.875,8.010416984558110,8.010416984558110,11192400
1998-04-16,8.010416984558110,8.276041984558110,7.765625,8.208333015441900,8.208333015441900,16244400
1998-04-17,7.984375,8.104166984558110,7.875,7.90625,7.90625,7035600
1998-04-20,7.947916507720950,8.291666984558110,7.8125,7.854166507720950,7.854166507720950,8979600
1998-04-21,7.9375,7.947916507720950,7.59375,7.755208492279050,7.755208492279050,8354400
1998-04-22,7.770833492279050,7.802083492279050,7.25,7.270833492279050,7.270833492279050,11301600
1998-04-23,7.25,7.25,6.708333492279050,6.75,6.75,12253200
1998-04-24,6.833333492279050,7.3125,6.791666507720950,7.072916507720950,7.072916507720950,16785600
1998-04-27,6.947916507720950,7.052083492279050,6.427083492279050,6.895833492279050,6.895833492279050,18885600
1998-04-28,7.739583492279050,8.291666984558110,7.421875,7.96875,7.96875,69594000
1998-04-29,8.104166984558110,8.21875,7.802083492279050,7.958333492279050,7.958333492279050,31657200
1998-04-30,8.125,8.166666984558110,7.541666507720950,7.645833492279050,7.645833492279050,22485600
1998-05-01,7.729166507720950,7.927083492279050,7.541666507720950,7.875,7.875,9307200
1998-05-04,7.916666507720950,7.989583492279050,7.78125,7.9375,7.9375,7735200
1998-05-05,7.833333492279050,7.958333492279050,7.760416507720950,7.809895992279050,7.809895992279050,5998800
1998-05-06,7.833333492279050,7.833333492279050,7.510416507720950,7.53125,7.53125,7438800
1998-05-07,7.583333492279050,7.75,7.354166507720950,7.583333492279050,7.583333492279050,13887600
1998-05-08,7.604166507720950,7.729166507720950,7.458333492279050,7.697916507720950,7.697916507720950,4792800
1998-05-11,7.744791507720950,7.75,7.208333492279050,7.239583492279050,7.239583492279050,11372400
1998-05-12,7.3125,7.661458492279050,7.21875,7.614583492279050,7.614583492279050,11636400
1998-05-13,7.541666507720950,7.833333492279050,7.479166507720950,7.739583492279050,7.739583492279050,13944000
1998-05-14,7.666666507720950,7.885416507720950,7.583333492279050,7.630208492279050,7.630208492279050,8600400
1998-05-15,7.65625,7.708333492279050,7.458333492279050,7.46875,7.46875,4628400
1998-05-18,7.5,7.552083492279050,7.229166507720950,7.338541507720950,7.338541507720950,6618000
1998-05-19,7.46875,7.552083492279050,7.4375,7.53125,7.53125,3423600
1998-05-20,7.53125,7.625,7.354166507720950,7.385416507720950,7.385416507720950,4048800
1998-05-21,7.458333492279050,7.5,7.276041507720950,7.395833492279050,7.395833492279050,3403200
1998-05-22,7.364583492279050,7.385416507720950,7.125,7.166666507720950,7.166666507720950,5862000
1998-05-26,7.171875,7.239583492279050,6.739583492279050,6.822916507720950,6.822916507720950,10884000
1998-05-27,6.697916507720950,7.28125,6.645833492279050,7.21875,7.21875,23234400
1998-05-28,7.270833492279050,7.3125,7.104166507720950,7.161458492279050,7.161458492279050,9412800
1998-05-29,7.15625,7.416666507720950,7.125,7.34375,7.34375,8641200
1998-06-01,7.333333492279050,7.375,6.942708492279050,7.135416507720950,7.135416507720950,8043600
1998-06-02,7.270833492279050,7.416666507720950,6.916666507720950,7.28125,7.28125,8201400
1998-06-03,7.479166507720950,7.541666507720950,7.0,7.041666507720950,7.041666507720950,6581400
1998-06-04,7.15625,7.322916507720950,6.875,7.3125,7.3125,4995600
1998-06-05,7.291666507720950,7.395833492279050,7.1875,7.375,7.375,3427200
1998-06-08,7.302083492279050,7.71875,7.25,7.708333492279050,7.708333492279050,5463000
1998-06-09,7.739583492279050,8.645833015441900,7.708333492279050,8.541666984558110,8.541666984558110,19436400
1998-06-10,8.604166984558110,9.375,8.5,9.020833015441900,9.020833015441900,24285000
1998-06-11,9.208333015441900,10.4375,9.166666984558110,10.416666984558100,10.416666984558100,35851200
1998-06-12,10.583333015441900,10.583333015441900,9.708333015441900,10.166666984558100,10.166666984558100,21655800
1998-06-15,9.916666984558110,11.416666984558100,9.854166984558110,10.958333015441900,10.958333015441900,33701400
1998-06-16,11.125,12.291666984558100,11.083333015441900,12.270833015441900,12.270833015441900,39167400
1998-06-17,12.645833015441900,13.53125,12.5625,13.166666984558100,13.166666984558100,40265400
1998-06-18,13.5,13.75,11.958333015441900,12.020833015441900,12.020833015441900,31639800
1998-06-19,11.84375,12.708333015441900,11.333333015441900,12.635416984558100,12.635416984558100,36678600
1998-06-22,12.458333015441900,13.729166984558100,12.041666984558100,13.5625,13.5625,36318000
1998-06-23,13.510416984558100,15.458333015441900,13.416666984558100,15.447916984558100,15.447916984558100,37463400
1998-06-24,15.833333015441900,16.79166603088380,14.854166984558100,16.63541603088380,16.63541603088380,58704600
1998-06-25,16.66666603088380,17.45833396911620,16.0,16.51041603088380,16.51041603088380,54465000
1998-06-26,16.25,16.70833396911620,15.625,15.708333015441900,15.708333015441900,31149600
1998-06-29,15.791666984558100,16.60416603088380,15.791666984558100,16.45833396911620,16.45833396911620,24507600
1998-06-30,16.30208396911620,16.91666603088380,16.125,16.625,16.625,21877200
1998-07-01,16.96875,19.08333396911620,16.79166603088380,19.02083396911620,19.02083396911620,28254600
1998-07-02,19.29166603088380,20.91666603088380,18.75,20.66666603088380,20.66666603088380,52279800
1998-07-06,21.22916603088380,23.45833396911620,20.91666603088380,23.25,23.25,46883400
1998-07-07,23.83333396911620,23.95833396911620,20.16666603088380,20.35416603088380,20.35416603088380,47251800
1998-07-08,18.64583396911620,19.83333396911620,17.0625,17.85416603088380,17.85416603088380,58311600
1998-07-09,18.4375,19.41666603088380,17.5,17.58333396911620,17.58333396911620,29493000
1998-07-10,17.16666603088380,17.64583396911620,16.35416603088380,16.58333396911620,16.58333396911620,24982200
1998-07-13,16.08333396911620,18.0,15.708333015441900,17.9375,17.9375,19248000
1998-07-14,18.08333396911620,19.29166603088380,17.83333396911620,19.16666603088380,19.16666603088380,25358400
1998-07-15,19.33333396911620,19.5625,18.29166603088380,18.75,18.75,17610000
1998-07-16,18.90625,19.16666603088380,18.08333396911620,18.89583396911620,18.89583396911620,13999200
1998-07-17,18.72916603088380,20.08333396911620,18.64583396911620,19.96875,19.96875,17826000
1998-07-20,20.1875,23.35416603088380,19.95833396911620,22.91666603088380,22.91666603088380,35925000
1998-07-21,22.875,24.5,21.33333396911620,22.01041603088380,22.01041603088380,47328000
1998-07-22,22.33333396911620,23.3125,21.75,22.33333396911620,22.33333396911620,27974400
1998-07-23,21.66666603088380,23.08333396911620,21.16666603088380,21.27083396911620,21.27083396911620,27810600
